entry ,species,chemical,light,week,result
10691,S.scheelei,standard,shade,1,0
10692,M.maximus,standard,shade,1,0
10693,X.texanum,none,open,1,0
10694,C.fasciculata,none,open,1,0
10695,S.scheelei,none,open,1,0
10696,M.maximus,none,open,1,0
10697,X.texanum,crude,open,1,0
10698,C.fasciculata,crude,open,1,0
10699,S.scheelei,crude,open,1,0
10700,M.maximus,crude,open,1,0
10701,X.texanum,standard,open,1,0
10702,C.fasciculata,standard,open,1,0
10703,S.scheelei,standard,open,1,0
10704,M.maximus,standard,open,1,0
10705,X.texanum,crude,shade,2,0
10706,C.fasciculata,crude,shade,2,0
10707,S.scheelei,crude,shade,2,0
10708,M.maximus,crude,shade,2,0
10709,X.texanum,standard,shade,2,0
10710,C.fasciculata,standard,shade,2,0
10711,S.scheelei,standard,shade,2,0
10712,M.maximus,standard,shade,2,0
10713,X.texanum,none,shade,2,0
10714,C.fasciculata,none,shade,2,0
10715,S.scheelei,none,shade,2,0
10716,M.maximus,none,shade,2,0
10717,X.texanum,crude,open,2,0
10718,C.fasciculata,crude,open,2,0
10719,S.scheelei,crude,open,2,0
10720,M.maximus,crude,open,2,0
10721,X.texanum,standard,open,2,0
10722,C.fasciculata,standard,open,2,0
10723,S.scheelei,standard,open,2,0
10724,M.maximus,standard,open,2,0
10725,X.texanum,none,open,2,0
10726,C.fasciculata,none,open,2,0
10727,S.scheelei,none,open,2,0
10728,M.maximus,none,open,2,1
10729,X.texanum,crude,shade,3,0
10730,C.fasciculata,crude,shade,3,0
10731,S.scheelei,crude,shade,3,0
10732,M.maximus,crude,shade,3,0
10733,X.texanum,standard,shade,3,0
10734,C.fasciculata,standard,shade,3,0
10735,S.scheelei,standard,shade,3,0
10736,M.maximus,standard,shade,3,0
10737,X.texanum,none,shade,3,0
10738,C.fasciculata,none,shade,3,0
10739,S.scheelei,none,shade,3,0
10740,M.maximus,none,shade,3,0
10741,X.texanum,crude,open,3,0
10742,C.fasciculata,crude,open,3,0
10743,S.scheelei,crude,open,3,0
10744,M.maximus,crude,open,3,0
10745,X.texanum,standard,open,3,0
10746,C.fasciculata,standard,open,3,1
10747,S.scheelei,standard,open,3,0
10748,M.maximus,standard,open,3,0
10749,X.texanum,none,open,3,0
10750,C.fasciculata,none,open,3,0
10751,S.scheelei,none,open,3,0
10752,M.maximus,none,open,3,1
10753,X.texanum,crude,shade,4,0
10754,C.fasciculata,crude,shade,4,0
10755,S.scheelei,crude,shade,4,0
10756,M.maximus,crude,shade,4,0
10757,X.texanum,standard,shade,4,0
10758,C.fasciculata,standard,shade,4,0
10759,S.scheelei,standard,shade,4,0
10760,M.maximus,standard,shade,4,0
10761,X.texanum,none,shade,4,0
10762,C.fasciculata,none,shade,4,0
10763,S.scheelei,none,shade,4,0
10764,M.maximus,none,shade,4,0
10765,X.texanum,crude,open,4,0
10766,C.fasciculata,crude,open,4,0
10767,S.scheelei,crude,open,4,0
10768,M.maximus,crude,open,4,0
10769,X.texanum,standard,open,4,0
10770,C.fasciculata,standard,open,4,1
10771,S.scheelei,standard,open,4,0
10772,M.maximus,standard,open,4,0
10773,X.texanum,none,open,4,0
10774,C.fasciculata,none,open,4,0
10775,S.scheelei,none,open,4,0
10776,M.maximus,none,open,4,1
10777,X.texanum,crude,shade,5,0
10778,C.fasciculata,crude,shade,5,0
10779,S.scheelei,crude,shade,5,0
10780,M.maximus,crude,shade,5,0
10781,X.texanum,standard,shade,5,0
10782,C.fasciculata,standard,shade,5,0
10783,S.scheelei,standard,shade,5,0
10784,M.maximus,standard,shade,5,0
10785,X.texanum,none,shade,5,0
10786,C.fasciculata,none,shade,5,0
10787,S.scheelei,none,shade,5,0
10788,M.maximus,none,shade,5,0
10789,X.texanum,crude,open,5,0
10790,C.fasciculata,crude,open,5,0
10791,S.scheelei,crude,open,5,0
10792,M.maximus,crude,open,5,0
10793,X.texanum,standard,open,5,0
10794,C.fasciculata,standard,open,5,1
10795,S.scheelei,standard,open,5,0
10796,M.maximus,standard,open,5,0
10797,X.texanum,none,open,5,0
10798,C.fasciculata,none,open,5,0
10799,S.scheelei,none,open,5,0
10800,M.maximus,none,open,5,1
10801,X.texanum,none,shade,0,0
10802,C.fasciculata,none,shade,0,0
10803,S.scheelei,none,shade,0,0
10804,M.maximus,none,shade,0,0
10805,X.texanum,crude,shade,0,0
10806,C.fasciculata,crude,shade,0,0
10807,S.scheelei,crude,shade,0,0
10808,M.maximus,crude,shade,0,0
10809,X.texanum,standard,shade,0,0
10810,C.fasciculata,standard,shade,0,0
10811,S.scheelei,standard,shade,0,0
10812,M.maximus,standard,shade,0,0
10813,X.texanum,none,open,0,0
10814,C.fasciculata,none,open,0,0
10815,S.scheelei,none,open,0,0
10816,M.maximus,none,open,0,0
10817,X.texanum,crude,open,0,0
10818,C.fasciculata,crude,open,0,0
10819,S.scheelei,crude,open,0,0
10820,M.maximus,crude,open,0,0
10821,X.texanum,standard,open,0,0
10822,C.fasciculata,standard,open,0,0
10823,S.scheelei,standard,open,0,0
10824,M.maximus,standard,open,0,0
10825,X.texanum,none,shade,1,0
10826,C.fasciculata,none,shade,1,0
10827,S.scheelei,none,shade,1,0
10828,M.maximus,none,shade,1,0
10829,X.texanum,crude,shade,1,0
10830,C.fasciculata,crude,shade,1,0
10831,S.scheelei,crude,shade,1,0
10832,M.maximus,crude,shade,1,0
10833,X.texanum,standard,shade,1,0
10834,C.fasciculata,standard,shade,1,0
10835,S.scheelei,standard,shade,1,0
10836,M.maximus,standard,shade,1,0
10837,X.texanum,none,open,1,0
10838,C.fasciculata,none,open,1,0
10839,S.scheelei,none,open,1,0
10840,M.maximus,none,open,1,0
10841,X.texanum,crude,open,1,0
10842,C.fasciculata,crude,open,1,0
10843,S.scheelei,crude,open,1,0
10844,M.maximus,crude,open,1,0
10845,X.texanum,standard,open,1,0
10846,C.fasciculata,standard,open,1,0
10847,S.scheelei,standard,open,1,0
10848,M.maximus,standard,open,1,0
10849,X.texanum,crude,shade,2,0
10850,C.fasciculata,crude,shade,2,0
10851,S.scheelei,crude,shade,2,0
10852,M.maximus,crude,shade,2,0
10853,X.texanum,standard,shade,2,0
10854,C.fasciculata,standard,shade,2,0
10855,S.scheelei,standard,shade,2,0
10856,M.maximus,standard,shade,2,0
10857,X.texanum,none,shade,2,0
10858,C.fasciculata,none,shade,2,0
10859,S.scheelei,none,shade,2,0
10860,M.maximus,none,shade,2,0
10861,X.texanum,crude,open,2,0
10862,C.fasciculata,crude,open,2,0
10863,S.scheelei,crude,open,2,0
10864,M.maximus,crude,open,2,0
10865,X.texanum,standard,open,2,0
10866,C.fasciculata,standard,open,2,0
10867,S.scheelei,standard,open,2,0
10868,M.maximus,standard,open,2,0
10869,X.texanum,none,open,2,0
10870,C.fasciculata,none,open,2,0
10871,S.scheelei,none,open,2,0
10872,M.maximus,none,open,2,1
10873,X.texanum,crude,shade,3,0
10874,C.fasciculata,crude,shade,3,0
10875,S.scheelei,crude,shade,3,0
10876,M.maximus,crude,shade,3,0
10877,X.texanum,standard,shade,3,0
10878,C.fasciculata,standard,shade,3,0
10879,S.scheelei,standard,shade,3,0
10880,M.maximus,standard,shade,3,0
10881,X.texanum,none,shade,3,0
10882,C.fasciculata,none,shade,3,0
10883,S.scheelei,none,shade,3,0
10884,M.maximus,none,shade,3,0
10885,X.texanum,crude,open,3,0
10886,C.fasciculata,crude,open,3,0
10887,S.scheelei,crude,open,3,0
10888,M.maximus,crude,open,3,0
10889,X.texanum,standard,open,3,0
10890,C.fasciculata,standard,open,3,1
10891,S.scheelei,standard,open,3,0
10892,M.maximus,standard,open,3,0
10893,X.texanum,none,open,3,0
10894,C.fasciculata,none,open,3,0
10895,S.scheelei,none,open,3,0
10896,M.maximus,none,open,3,1
10897,X.texanum,crude,shade,4,0
10898,C.fasciculata,crude,shade,4,0
10899,S.scheelei,crude,shade,4,0
10900,M.maximus,crude,shade,4,0
10901,X.texanum,standard,shade,4,0
10902,C.fasciculata,standard,shade,4,0
10903,S.scheelei,standard,shade,4,0
10904,M.maximus,standard,shade,4,0
10905,X.texanum,none,shade,4,0
10906,C.fasciculata,none,shade,4,0
10907,S.scheelei,none,shade,4,0
10908,M.maximus,none,shade,4,0
10909,X.texanum,crude,open,4,0
10910,C.fasciculata,crude,open,4,0
10911,S.scheelei,crude,open,4,0
10912,M.maximus,crude,open,4,0
10913,X.texanum,standard,open,4,0
10914,C.fasciculata,standard,open,4,1
10915,S.scheelei,standard,open,4,0
10916,M.maximus,standard,open,4,0
10917,X.texanum,none,open,4,0
10918,C.fasciculata,none,open,4,0
10919,S.scheelei,none,open,4,0
10920,M.maximus,none,open,4,1
10921,X.texanum,crude,shade,5,0
10922,C.fasciculata,crude,shade,5,0
10923,S.scheelei,crude,shade,5,0
10924,M.maximus,crude,shade,5,0
10925,X.texanum,standard,shade,5,0
10926,C.fasciculata,standard,shade,5,0
10927,S.scheelei,standard,shade,5,0
10928,M.maximus,standard,shade,5,0
10929,X.texanum,none,shade,5,0
10930,C.fasciculata,none,shade,5,0
10931,S.scheelei,none,shade,5,0
10932,M.maximus,none,shade,5,0
10933,X.texanum,crude,open,5,0
10934,C.fasciculata,crude,open,5,0
10935,S.scheelei,crude,open,5,0
10936,M.maximus,crude,open,5,0
10937,X.texanum,standard,open,5,0
10938,C.fasciculata,standard,open,5,1
10939,S.scheelei,standard,open,5,0
10940,M.maximus,standard,open,5,0
10941,X.texanum,none,open,5,0
10942,C.fasciculata,none,open,5,0
10943,S.scheelei,none,open,5,0
10944,M.maximus,none,open,5,1
10945,X.texanum,none,shade,0,0
10946,C.fasciculata,none,shade,0,0
10947,S.scheelei,none,shade,0,0
10948,M.maximus,none,shade,0,0
10949,X.texanum,crude,shade,0,0
10950,C.fasciculata,crude,shade,0,0
10951,S.scheelei,crude,shade,0,0
10952,M.maximus,crude,shade,0,0
10953,X.texanum,standard,shade,0,0
10954,C.fasciculata,standard,shade,0,0
10955,S.scheelei,standard,shade,0,0
10956,M.maximus,standard,shade,0,0
10957,X.texanum,none,open,0,0
10958,C.fasciculata,none,open,0,0
10959,S.scheelei,none,open,0,0
10960,M.maximus,none,open,0,0
10961,X.texanum,crude,open,0,0
10962,C.fasciculata,crude,open,0,0
10963,S.scheelei,crude,open,0,0
10964,M.maximus,crude,open,0,0
10965,X.texanum,standard,open,0,0
10966,C.fasciculata,standard,open,0,0
10967,S.scheelei,standard,open,0,0
10968,M.maximus,standard,open,0,0
10969,X.texanum,none,shade,1,0
10970,C.fasciculata,none,shade,1,0
10971,S.scheelei,none,shade,1,0
10972,M.maximus,none,shade,1,0
10973,X.texanum,crude,shade,1,0
10974,C.fasciculata,crude,shade,1,0
10975,S.scheelei,crude,shade,1,0
10976,M.maximus,crude,shade,1,0
10977,X.texanum,standard,shade,1,0
10978,C.fasciculata,standard,shade,1,0
10979,S.scheelei,standard,shade,1,0
10980,M.maximus,standard,shade,1,0
10981,X.texanum,none,open,1,0
10982,C.fasciculata,none,open,1,0
10983,S.scheelei,none,open,1,0
10984,M.maximus,none,open,1,0
10985,X.texanum,crude,open,1,0
10986,C.fasciculata,crude,open,1,0
10987,S.scheelei,crude,open,1,0
10988,M.maximus,crude,open,1,0
10989,X.texanum,standard,open,1,0
10990,C.fasciculata,standard,open,1,0
10991,S.scheelei,standard,open,1,0
10992,M.maximus,standard,open,1,0
10993,X.texanum,crude,shade,2,0
10994,C.fasciculata,crude,shade,2,0
10995,S.scheelei,crude,shade,2,0
10996,M.maximus,crude,shade,2,0
10997,X.texanum,standard,shade,2,0
10998,C.fasciculata,standard,shade,2,0
10999,S.scheelei,standard,shade,2,0
11000,M.maximus,standard,shade,2,0
11001,X.texanum,none,shade,2,0
11002,C.fasciculata,none,shade,2,0
11003,S.scheelei,none,shade,2,0
11004,M.maximus,none,shade,2,0
11005,X.texanum,crude,open,2,0
11006,C.fasciculata,crude,open,2,0
11007,S.scheelei,crude,open,2,0
11008,M.maximus,crude,open,2,0
11009,X.texanum,standard,open,2,0
11010,C.fasciculata,standard,open,2,0
11011,S.scheelei,standard,open,2,0
11012,M.maximus,standard,open,2,0
11013,X.texanum,none,open,2,0
11014,C.fasciculata,none,open,2,0
11015,S.scheelei,none,open,2,0
11016,M.maximus,none,open,2,1
11017,X.texanum,crude,shade,3,0
11018,C.fasciculata,crude,shade,3,0
11019,S.scheelei,crude,shade,3,0
11020,M.maximus,crude,shade,3,0
11021,X.texanum,standard,shade,3,0
11022,C.fasciculata,standard,shade,3,0
11023,S.scheelei,standard,shade,3,0
11024,M.maximus,standard,shade,3,0
11025,X.texanum,none,shade,3,0
11026,C.fasciculata,none,shade,3,0
11027,S.scheelei,none,shade,3,0
11028,M.maximus,none,shade,3,0
11029,X.texanum,crude,open,3,0
11030,C.fasciculata,crude,open,3,0
11031,S.scheelei,crude,open,3,0
11032,M.maximus,crude,open,3,0
11033,X.texanum,standard,open,3,0
11034,C.fasciculata,standard,open,3,1
11035,S.scheelei,standard,open,3,0
11036,M.maximus,standard,open,3,0
11037,X.texanum,none,open,3,0
11038,C.fasciculata,none,open,3,0
11039,S.scheelei,none,open,3,0
11040,M.maximus,none,open,3,1
11041,X.texanum,crude,shade,4,0
11042,C.fasciculata,crude,shade,4,0
11043,S.scheelei,crude,shade,4,0
11044,M.maximus,crude,shade,4,0
11045,X.texanum,standard,shade,4,0
11046,C.fasciculata,standard,shade,4,0
11047,S.scheelei,standard,shade,4,0
11048,M.maximus,standard,shade,4,0
11049,X.texanum,none,shade,4,0
11050,C.fasciculata,none,shade,4,0
11051,S.scheelei,none,shade,4,0
11052,M.maximus,none,shade,4,0
11053,X.texanum,crude,open,4,0
11054,C.fasciculata,crude,open,4,0
11055,S.scheelei,crude,open,4,0
11056,M.maximus,crude,open,4,0
11057,X.texanum,standard,open,4,0
11058,C.fasciculata,standard,open,4,1
11059,S.scheelei,standard,open,4,0
11060,M.maximus,standard,open,4,0
11061,X.texanum,none,open,4,0
11062,C.fasciculata,none,open,4,0
11063,S.scheelei,none,open,4,0
11064,M.maximus,none,open,4,1
11065,X.texanum,crude,shade,5,0
11066,C.fasciculata,crude,shade,5,0
11067,S.scheelei,crude,shade,5,0
11068,M.maximus,crude,shade,5,0
11069,X.texanum,standard,shade,5,0
11070,C.fasciculata,standard,shade,5,0
11071,S.scheelei,standard,shade,5,0
11072,M.maximus,standard,shade,5,0
11073,X.texanum,none,shade,5,0
11074,C.fasciculata,none,shade,5,0
11075,S.scheelei,none,shade,5,0
11076,M.maximus,none,shade,5,0
11077,X.texanum,crude,open,5,0
11078,C.fasciculata,crude,open,5,0
11079,S.scheelei,crude,open,5,0
11080,M.maximus,crude,open,5,0
11081,X.texanum,standard,open,5,0
11082,C.fasciculata,standard,open,5,1
11083,S.scheelei,standard,open,5,0
11084,M.maximus,standard,open,5,0
11085,X.texanum,none,open,5,0
11086,C.fasciculata,none,open,5,0
11087,S.scheelei,none,open,5,0
11088,M.maximus,none,open,5,1
11089,X.texanum,none,shade,0,0
11090,C.fasciculata,none,shade,0,0
11091,S.scheelei,none,shade,0,0
11092,M.maximus,none,shade,0,0
11093,X.texanum,crude,shade,0,0
11094,C.fasciculata,crude,shade,0,0
11095,S.scheelei,crude,shade,0,0
11096,M.maximus,crude,shade,0,0
11097,X.texanum,standard,shade,0,0
11098,C.fasciculata,standard,shade,0,0
11099,S.scheelei,standard,shade,0,0
11100,M.maximus,standard,shade,0,0
11101,X.texanum,none,open,0,0
11102,C.fasciculata,none,open,0,0
11103,S.scheelei,none,open,0,0
11104,M.maximus,none,open,0,0
11105,X.texanum,crude,open,0,0
11106,C.fasciculata,crude,open,0,0
11107,S.scheelei,crude,open,0,0
11108,M.maximus,crude,open,0,0
11109,X.texanum,standard,open,0,0
11110,C.fasciculata,standard,open,0,0
11111,S.scheelei,standard,open,0,0
11112,M.maximus,standard,open,0,0
11113,X.texanum,none,shade,1,0
11114,C.fasciculata,none,shade,1,0
11115,S.scheelei,none,shade,1,0
11116,M.maximus,none,shade,1,0
11117,X.texanum,crude,shade,1,0
11118,C.fasciculata,crude,shade,1,0
11119,S.scheelei,crude,shade,1,0
11120,M.maximus,crude,shade,1,0
11121,X.texanum,standard,shade,1,0
11122,C.fasciculata,standard,shade,1,0
11123,S.scheelei,standard,shade,1,0
11124,M.maximus,standard,shade,1,0
11125,X.texanum,none,open,1,0
11126,C.fasciculata,none,open,1,0
11127,S.scheelei,none,open,1,0
11128,M.maximus,none,open,1,0
11129,X.texanum,crude,open,1,0
11130,C.fasciculata,crude,open,1,0
11131,S.scheelei,crude,open,1,0
11132,M.maximus,crude,open,1,0
11133,X.texanum,standard,open,1,0
11134,C.fasciculata,standard,open,1,0
11135,S.scheelei,standard,open,1,0
11136,M.maximus,standard,open,1,0
11137,X.texanum,crude,shade,2,0
11138,C.fasciculata,crude,shade,2,0
11139,S.scheelei,crude,shade,2,0
11140,M.maximus,crude,shade,2,0
11141,X.texanum,standard,shade,2,0
11142,C.fasciculata,standard,shade,2,0
11143,S.scheelei,standard,shade,2,0
11144,M.maximus,standard,shade,2,0
11145,X.texanum,none,shade,2,0
11146,C.fasciculata,none,shade,2,0
11147,S.scheelei,none,shade,2,0
11148,M.maximus,none,shade,2,0
11149,X.texanum,crude,open,2,0
11150,C.fasciculata,crude,open,2,0
11151,S.scheelei,crude,open,2,0
11152,M.maximus,crude,open,2,0
11153,X.texanum,standard,open,2,0
11154,C.fasciculata,standard,open,2,0
11155,S.scheelei,standard,open,2,0
11156,M.maximus,standard,open,2,0
11157,X.texanum,none,open,2,0
11158,C.fasciculata,none,open,2,0
11159,S.scheelei,none,open,2,0
11160,M.maximus,none,open,2,1
11161,X.texanum,crude,shade,3,0
11162,C.fasciculata,crude,shade,3,0
11163,S.scheelei,crude,shade,3,0
11164,M.maximus,crude,shade,3,0
11165,X.texanum,standard,shade,3,0
11166,C.fasciculata,standard,shade,3,0
11167,S.scheelei,standard,shade,3,0
11168,M.maximus,standard,shade,3,0
11169,X.texanum,none,shade,3,0
11170,C.fasciculata,none,shade,3,0
11171,S.scheelei,none,shade,3,0
11172,M.maximus,none,shade,3,0
11173,X.texanum,crude,open,3,0
11174,C.fasciculata,crude,open,3,0
11175,S.scheelei,crude,open,3,0
11176,M.maximus,crude,open,3,0
11177,X.texanum,standard,open,3,0
11178,C.fasciculata,standard,open,3,1
11179,S.scheelei,standard,open,3,0
11180,M.maximus,standard,open,3,0
11181,X.texanum,none,open,3,0
11182,C.fasciculata,none,open,3,0
11183,S.scheelei,none,open,3,0
11184,M.maximus,none,open,3,1
11185,X.texanum,crude,shade,4,0
11186,C.fasciculata,crude,shade,4,0
11187,S.scheelei,crude,shade,4,0
11188,M.maximus,crude,shade,4,0
11189,X.texanum,standard,shade,4,0
11190,C.fasciculata,standard,shade,4,0
11191,S.scheelei,standard,shade,4,0
11192,M.maximus,standard,shade,4,0
11193,X.texanum,none,shade,4,0
11194,C.fasciculata,none,shade,4,0
11195,S.scheelei,none,shade,4,0
11196,M.maximus,none,shade,4,0
11197,X.texanum,crude,open,4,0
11198,C.fasciculata,crude,open,4,0
11199,S.scheelei,crude,open,4,0
11200,M.maximus,crude,open,4,0
11201,X.texanum,standard,open,4,0
11202,C.fasciculata,standard,open,4,1
11203,S.scheelei,standard,open,4,0
11204,M.maximus,standard,open,4,0
11205,X.texanum,none,open,4,0
11206,C.fasciculata,none,open,4,0
11207,S.scheelei,none,open,4,0
11208,M.maximus,none,open,4,1
11209,X.texanum,crude,shade,5,0
11210,C.fasciculata,crude,shade,5,0
11211,S.scheelei,crude,shade,5,0
11212,M.maximus,crude,shade,5,0
11213,X.texanum,standard,shade,5,0
11214,C.fasciculata,standard,shade,5,0
11215,S.scheelei,standard,shade,5,0
11216,M.maximus,standard,shade,5,0
11217,X.texanum,none,shade,5,0
11218,C.fasciculata,none,shade,5,0
11219,S.scheelei,none,shade,5,0
11220,M.maximus,none,shade,5,0
11221,X.texanum,crude,open,5,0
11222,C.fasciculata,crude,open,5,0
11223,S.scheelei,crude,open,5,0
11224,M.maximus,crude,open,5,0
11225,X.texanum,standard,open,5,0
11226,C.fasciculata,standard,open,5,1
11227,S.scheelei,standard,open,5,0
11228,M.maximus,standard,open,5,0
11229,X.texanum,none,open,5,0
11230,C.fasciculata,none,open,5,0
11231,S.scheelei,none,open,5,0
11232,M.maximus,none,open,5,1
11233,X.texanum,none,shade,0,0
11234,C.fasciculata,none,shade,0,0
11235,S.scheelei,none,shade,0,0
11236,M.maximus,none,shade,0,0
11237,X.texanum,crude,shade,0,0
11238,C.fasciculata,crude,shade,0,0
11239,S.scheelei,crude,shade,0,0
11240,M.maximus,crude,shade,0,0
11241,X.texanum,standard,shade,0,0
11242,C.fasciculata,standard,shade,0,0
11243,S.scheelei,standard,shade,0,0
11244,M.maximus,standard,shade,0,0
11245,X.texanum,none,open,0,0
11246,C.fasciculata,none,open,0,0
11247,S.scheelei,none,open,0,0
11248,M.maximus,none,open,0,0
11249,X.texanum,crude,open,0,0
11250,C.fasciculata,crude,open,0,0
11251,S.scheelei,crude,open,0,0
11252,M.maximus,crude,open,0,0
11253,X.texanum,standard,open,0,0
11254,C.fasciculata,standard,open,0,0
11255,S.scheelei,standard,open,0,0
11256,M.maximus,standard,open,0,0
11257,X.texanum,none,shade,1,0
11258,C.fasciculata,none,shade,1,0
11259,S.scheelei,none,shade,1,0
11260,M.maximus,none,shade,1,0
11261,X.texanum,crude,shade,1,0
11262,C.fasciculata,crude,shade,1,0
11263,S.scheelei,crude,shade,1,0
11264,M.maximus,crude,shade,1,0
11265,X.texanum,standard,shade,1,0
11266,C.fasciculata,standard,shade,1,0
11267,S.scheelei,standard,shade,1,0
11268,M.maximus,standard,shade,1,0
11269,X.texanum,none,open,1,0
11270,C.fasciculata,none,open,1,0
11271,S.scheelei,none,open,1,0
11272,M.maximus,none,open,1,0
11273,X.texanum,crude,open,1,0
11274,C.fasciculata,crude,open,1,0
11275,S.scheelei,crude,open,1,0
11276,M.maximus,crude,open,1,0
11277,X.texanum,standard,open,1,0
11278,C.fasciculata,standard,open,1,0
11279,S.scheelei,standard,open,1,0
11280,M.maximus,standard,open,1,0
11281,X.texanum,crude,shade,2,0
11282,C.fasciculata,crude,shade,2,0
11283,S.scheelei,crude,shade,2,0
11284,M.maximus,crude,shade,2,0
11285,X.texanum,standard,shade,2,0
11286,C.fasciculata,standard,shade,2,0
11287,S.scheelei,standard,shade,2,0
11288,M.maximus,standard,shade,2,0
11289,X.texanum,none,shade,2,0
11290,C.fasciculata,none,shade,2,0
11291,S.scheelei,none,shade,2,0
11292,M.maximus,none,shade,2,0
11293,X.texanum,crude,open,2,0
11294,C.fasciculata,crude,open,2,0
11295,S.scheelei,crude,open,2,0
11296,M.maximus,crude,open,2,0
11297,X.texanum,standard,open,2,0
11298,C.fasciculata,standard,open,2,0
11299,S.scheelei,standard,open,2,0
11300,M.maximus,standard,open,2,0
11301,X.texanum,none,open,2,0
11302,C.fasciculata,none,open,2,0
11303,S.scheelei,none,open,2,0
11304,M.maximus,none,open,2,0
11305,X.texanum,crude,shade,3,0
11306,C.fasciculata,crude,shade,3,0
11307,S.scheelei,crude,shade,3,0
11308,M.maximus,crude,shade,3,0
11309,X.texanum,standard,shade,3,0
11310,C.fasciculata,standard,shade,3,0
11311,S.scheelei,standard,shade,3,0
11312,M.maximus,standard,shade,3,0
11313,X.texanum,none,shade,3,0
11314,C.fasciculata,none,shade,3,0
11315,S.scheelei,none,shade,3,0
11316,M.maximus,none,shade,3,0
11317,X.texanum,crude,open,3,0
11318,C.fasciculata,crude,open,3,0
11319,S.scheelei,crude,open,3,0
11320,M.maximus,crude,open,3,0
11321,X.texanum,standard,open,3,0
11322,C.fasciculata,standard,open,3,1
11323,S.scheelei,standard,open,3,0
11324,M.maximus,standard,open,3,0
11325,X.texanum,none,open,3,0
11326,C.fasciculata,none,open,3,0
11327,S.scheelei,none,open,3,0
11328,M.maximus,none,open,3,1
11329,X.texanum,crude,shade,4,0
11330,C.fasciculata,crude,shade,4,0
11331,S.scheelei,crude,shade,4,0
11332,M.maximus,crude,shade,4,0
11333,X.texanum,standard,shade,4,0
11334,C.fasciculata,standard,shade,4,0
11335,S.scheelei,standard,shade,4,0
11336,M.maximus,standard,shade,4,0
11337,X.texanum,none,shade,4,0
11338,C.fasciculata,none,shade,4,0
11339,S.scheelei,none,shade,4,0
11340,M.maximus,none,shade,4,0
11341,X.texanum,crude,open,4,0
11342,C.fasciculata,crude,open,4,0
11343,S.scheelei,crude,open,4,0
11344,M.maximus,crude,open,4,0
11345,X.texanum,standard,open,4,0
11346,C.fasciculata,standard,open,4,1
11347,S.scheelei,standard,open,4,0
11348,M.maximus,standard,open,4,0
11349,X.texanum,none,open,4,0
11350,C.fasciculata,none,open,4,0
11351,S.scheelei,none,open,4,0
11352,M.maximus,none,open,4,1
11353,X.texanum,crude,shade,5,0
11354,C.fasciculata,crude,shade,5,0
11355,S.scheelei,crude,shade,5,0
11356,M.maximus,crude,shade,5,0
11357,X.texanum,standard,shade,5,0
11358,C.fasciculata,standard,shade,5,0
11359,S.scheelei,standard,shade,5,0
11360,M.maximus,standard,shade,5,0
11361,X.texanum,none,shade,5,0
11362,C.fasciculata,none,shade,5,0
11363,S.scheelei,none,shade,5,0
11364,M.maximus,none,shade,5,0
11365,X.texanum,crude,open,5,0
11366,C.fasciculata,crude,open,5,0
11367,S.scheelei,crude,open,5,0
11368,M.maximus,crude,open,5,0
11369,X.texanum,standard,open,5,0
11370,C.fasciculata,standard,open,5,1
11371,S.scheelei,standard,open,5,0
11372,M.maximus,standard,open,5,0
11373,X.texanum,none,open,5,0
11374,C.fasciculata,none,open,5,0
11375,S.scheelei,none,open,5,0
11376,M.maximus,none,open,5,1
11377,X.texanum,none,shade,0,0
11378,C.fasciculata,none,shade,0,0
11379,S.scheelei,none,shade,0,0
11380,M.maximus,none,shade,0,0
11381,X.texanum,crude,shade,0,0
11382,C.fasciculata,crude,shade,0,0
11383,S.scheelei,crude,shade,0,0
11384,M.maximus,crude,shade,0,0
11385,X.texanum,standard,shade,0,0
11386,C.fasciculata,standard,shade,0,0
11387,S.scheelei,standard,shade,0,0
11388,M.maximus,standard,shade,0,0
11389,X.texanum,none,open,0,0
11390,C.fasciculata,none,open,0,0
11391,S.scheelei,none,open,0,0
11392,M.maximus,none,open,0,0
11393,X.texanum,crude,open,0,0
11394,C.fasciculata,crude,open,0,0
11395,S.scheelei,crude,open,0,0
11396,M.maximus,crude,open,0,0
11397,X.texanum,standard,open,0,0
11398,C.fasciculata,standard,open,0,0
11399,S.scheelei,standard,open,0,0
11400,M.maximus,standard,open,0,0
11401,X.texanum,none,shade,1,0
11402,C.fasciculata,none,shade,1,0
11403,S.scheelei,none,shade,1,0
11404,M.maximus,none,shade,1,0
11405,X.texanum,crude,shade,1,0
11406,C.fasciculata,crude,shade,1,0
11407,S.scheelei,crude,shade,1,0
11408,M.maximus,crude,shade,1,0
11409,X.texanum,standard,shade,1,0
11410,C.fasciculata,standard,shade,1,0
11411,S.scheelei,standard,shade,1,0
11412,M.maximus,standard,shade,1,0
11413,X.texanum,none,open,1,0
11414,C.fasciculata,none,open,1,0
11415,S.scheelei,none,open,1,0
11416,M.maximus,none,open,1,0
11417,X.texanum,crude,open,1,0
11418,C.fasciculata,crude,open,1,0
11419,S.scheelei,crude,open,1,0
11420,M.maximus,crude,open,1,0
11421,X.texanum,standard,open,1,0
11422,C.fasciculata,standard,open,1,0
11423,S.scheelei,standard,open,1,0
11424,M.maximus,standard,open,1,0
11425,X.texanum,crude,shade,2,0
11426,C.fasciculata,crude,shade,2,0
11427,S.scheelei,crude,shade,2,0
11428,M.maximus,crude,shade,2,0
11429,X.texanum,standard,shade,2,0
