entry ,species,chemical,light,tissue,mass,log.mass
4321,X.texanum,crude,shade,below,NA,NA
4322,X.texanum,crude,shade,above,NA,NA
4323,X.texanum,crude,shade,total,NA,NA
4324,X.texanum,crude,shade,root.shoot,NA,NA
4325,C.fasciculata,crude,shade,below,NA,NA
4326,C.fasciculata,crude,shade,above,NA,NA
4327,C.fasciculata,crude,shade,total,NA,NA
4328,C.fasciculata,crude,shade,root.shoot,NA,NA
4329,S.scheelei,crude,shade,below,NA,NA
4330,S.scheelei,crude,shade,above,NA,NA
4331,S.scheelei,crude,shade,total,NA,NA
4332,S.scheelei,crude,shade,root.shoot,NA,NA
4333,M.maximus,crude,shade,below,NA,NA
4334,M.maximus,crude,shade,above,NA,NA
4335,M.maximus,crude,shade,total,NA,NA
4336,M.maximus,crude,shade,root.shoot,NA,NA
4337,X.texanum,standard,shade,below,NA,NA
4338,X.texanum,standard,shade,above,NA,NA
4339,X.texanum,standard,shade,total,NA,NA
4340,X.texanum,standard,shade,root.shoot,NA,NA
4341,C.fasciculata,standard,shade,below,NA,NA
4342,C.fasciculata,standard,shade,above,NA,NA
4343,C.fasciculata,standard,shade,total,NA,NA
4344,C.fasciculata,standard,shade,root.shoot,NA,NA
4345,S.scheelei,standard,shade,below,1.4,0.875468737
4346,S.scheelei,standard,shade,above,2.4,1.223775432
4347,S.scheelei,standard,shade,total,3.8,1.568615918
4348,S.scheelei,standard,shade,root.shoot,0.583333333,0.459532329
4349,M.maximus,standard,shade,below,NA,NA
4350,M.maximus,standard,shade,above,NA,NA
4351,M.maximus,standard,shade,total,NA,NA
4352,M.maximus,standard,shade,root.shoot,NA,NA
4353,X.texanum,none,shade,below,NA,NA
4354,X.texanum,none,shade,above,NA,NA
4355,X.texanum,none,shade,total,NA,NA
4356,X.texanum,none,shade,root.shoot,NA,NA
4357,C.fasciculata,none,shade,below,NA,NA
4358,C.fasciculata,none,shade,above,NA,NA
4359,C.fasciculata,none,shade,total,NA,NA
4360,C.fasciculata,none,shade,root.shoot,NA,NA
4361,S.scheelei,none,shade,below,NA,NA
4362,S.scheelei,none,shade,above,NA,NA
4363,S.scheelei,none,shade,total,NA,NA
4364,S.scheelei,none,shade,root.shoot,NA,NA
4365,M.maximus,none,shade,below,1.1,0.741937345
4366,M.maximus,none,shade,above,2.8,1.335001067
4367,M.maximus,none,shade,total,3.9,1.589235205
4368,M.maximus,none,shade,root.shoot,0.392857143,0.331357136
4369,X.texanum,crude,open,below,NA,NA
4370,X.texanum,crude,open,above,NA,NA
4371,X.texanum,crude,open,total,NA,NA
4372,X.texanum,crude,open,root.shoot,NA,NA
4373,C.fasciculata,crude,open,below,NA,NA
4374,C.fasciculata,crude,open,above,NA,NA
4375,C.fasciculata,crude,open,total,NA,NA
4376,C.fasciculata,crude,open,root.shoot,NA,NA
4377,S.scheelei,crude,open,below,NA,NA
4378,S.scheelei,crude,open,above,NA,NA
4379,S.scheelei,crude,open,total,NA,NA
4380,S.scheelei,crude,open,root.shoot,NA,NA
4381,M.maximus,crude,open,below,34,3.555348061
4382,M.maximus,crude,open,above,51,3.951243719
4383,M.maximus,crude,open,total,85,4.454347296
4384,M.maximus,crude,open,root.shoot,0.666666667,0.510825624
4385,X.texanum,standard,open,below,NA,NA
4386,X.texanum,standard,open,above,NA,NA
4387,X.texanum,standard,open,total,NA,NA
4388,X.texanum,standard,open,root.shoot,NA,NA
4389,C.fasciculata,standard,open,below,21,3.091042453
4390,C.fasciculata,standard,open,above,75,4.33073334
4391,C.fasciculata,standard,open,total,96,4.574710979
4392,C.fasciculata,standard,open,root.shoot,0.28,0.246860078
4393,S.scheelei,standard,open,below,16,2.833213344
4394,S.scheelei,standard,open,above,28,3.36729583
4395,S.scheelei,standard,open,total,44,3.80666249
4396,S.scheelei,standard,open,root.shoot,0.571428571,0.451985123
4397,M.maximus,standard,open,below,NA,NA
4398,M.maximus,standard,open,above,NA,NA
4399,M.maximus,standard,open,total,NA,NA
4400,M.maximus,standard,open,root.shoot,NA,NA
4401,X.texanum,none,open,below,NA,NA
4402,X.texanum,none,open,above,NA,NA
4403,X.texanum,none,open,total,NA,NA
4404,X.texanum,none,open,root.shoot,NA,NA
4405,C.fasciculata,none,open,below,NA,NA
4406,C.fasciculata,none,open,above,NA,NA
4407,C.fasciculata,none,open,total,NA,NA
4408,C.fasciculata,none,open,root.shoot,NA,NA
4409,S.scheelei,none,open,below,0.5,0.405465108
4410,S.scheelei,none,open,above,5,1.791759469
4411,S.scheelei,none,open,total,5.5,1.871802177
4412,S.scheelei,none,open,root.shoot,0.1,0.09531018
4413,M.maximus,none,open,below,64,4.17438727
4414,M.maximus,none,open,above,163,5.099866428
4415,M.maximus,none,open,total,227,5.429345629
4416,M.maximus,none,open,root.shoot,0.392638037,0.331199817
4417,X.texanum,crude,shade,below,NA,NA
4418,X.texanum,crude,shade,above,NA,NA
4419,X.texanum,crude,shade,total,NA,NA
4420,X.texanum,crude,shade,root.shoot,NA,NA
4421,C.fasciculata,crude,shade,below,NA,NA
4422,C.fasciculata,crude,shade,above,NA,NA
4423,C.fasciculata,crude,shade,total,NA,NA
4424,C.fasciculata,crude,shade,root.shoot,NA,NA
4425,S.scheelei,crude,shade,below,NA,NA
4426,S.scheelei,crude,shade,above,NA,NA
4427,S.scheelei,crude,shade,total,NA,NA
4428,S.scheelei,crude,shade,root.shoot,NA,NA
4429,M.maximus,crude,shade,below,NA,NA
4430,M.maximus,crude,shade,above,NA,NA
4431,M.maximus,crude,shade,total,NA,NA
4432,M.maximus,crude,shade,root.shoot,NA,NA
4433,X.texanum,standard,shade,below,NA,NA
4434,X.texanum,standard,shade,above,NA,NA
4435,X.texanum,standard,shade,total,NA,NA
4436,X.texanum,standard,shade,root.shoot,NA,NA
4437,C.fasciculata,standard,shade,below,NA,NA
4438,C.fasciculata,standard,shade,above,NA,NA
4439,C.fasciculata,standard,shade,total,NA,NA
4440,C.fasciculata,standard,shade,root.shoot,NA,NA
4441,S.scheelei,standard,shade,below,1.2,0.78845736
4442,S.scheelei,standard,shade,above,1.5,0.916290732
4443,S.scheelei,standard,shade,total,2.7,1.30833282
4444,S.scheelei,standard,shade,root.shoot,0.8,0.587786665
4445,M.maximus,standard,shade,below,NA,NA
4446,M.maximus,standard,shade,above,NA,NA
4447,M.maximus,standard,shade,total,NA,NA
4448,M.maximus,standard,shade,root.shoot,NA,NA
4449,X.texanum,none,shade,below,NA,NA
4450,X.texanum,none,shade,above,NA,NA
4451,X.texanum,none,shade,total,NA,NA
4452,X.texanum,none,shade,root.shoot,NA,NA
4453,C.fasciculata,none,shade,below,NA,NA
4454,C.fasciculata,none,shade,above,NA,NA
4455,C.fasciculata,none,shade,total,NA,NA
4456,C.fasciculata,none,shade,root.shoot,NA,NA
4457,S.scheelei,none,shade,below,NA,NA
4458,S.scheelei,none,shade,above,NA,NA
4459,S.scheelei,none,shade,total,NA,NA
4460,S.scheelei,none,shade,root.shoot,NA,NA
4461,M.maximus,none,shade,below,0.7,0.530628251
4462,M.maximus,none,shade,above,2.2,1.16315081
4463,M.maximus,none,shade,total,2.9,1.360976553
4464,M.maximus,none,shade,root.shoot,0.318181818,0.276253376
4465,X.texanum,crude,open,below,NA,NA
4466,X.texanum,crude,open,above,NA,NA
4467,X.texanum,crude,open,total,NA,NA
4468,X.texanum,crude,open,root.shoot,NA,NA
4469,C.fasciculata,crude,open,below,NA,NA
4470,C.fasciculata,crude,open,above,NA,NA
4471,C.fasciculata,crude,open,total,NA,NA
4472,C.fasciculata,crude,open,root.shoot,NA,NA
4473,S.scheelei,crude,open,below,NA,NA
4474,S.scheelei,crude,open,above,NA,NA
4475,S.scheelei,crude,open,total,NA,NA
4476,S.scheelei,crude,open,root.shoot,NA,NA
4477,M.maximus,crude,open,below,55,4.025351691
4478,M.maximus,crude,open,above,52,3.970291914
4479,M.maximus,crude,open,total,107,4.682131227
4480,M.maximus,crude,open,root.shoot,1.057692308,0.721585116
4481,X.texanum,standard,open,below,NA,NA
4482,X.texanum,standard,open,above,NA,NA
4483,X.texanum,standard,open,total,NA,NA
4484,X.texanum,standard,open,root.shoot,NA,NA
4485,C.fasciculata,standard,open,below,8,2.197224577
4486,C.fasciculata,standard,open,above,43,3.784189634
4487,C.fasciculata,standard,open,total,51,3.951243719
4488,C.fasciculata,standard,open,root.shoot,0.186046512,0.170625517
4489,S.scheelei,standard,open,below,9,2.302585093
4490,S.scheelei,standard,open,above,19,2.995732274
4491,S.scheelei,standard,open,total,28,3.36729583
4492,S.scheelei,standard,open,root.shoot,0.473684211,0.387765531
4493,M.maximus,standard,open,below,NA,NA
4494,M.maximus,standard,open,above,NA,NA
4495,M.maximus,standard,open,total,NA,NA
4496,M.maximus,standard,open,root.shoot,NA,NA
4497,X.texanum,none,open,below,NA,NA
4498,X.texanum,none,open,above,NA,NA
4499,X.texanum,none,open,total,NA,NA
4500,X.texanum,none,open,root.shoot,NA,NA
4501,C.fasciculata,none,open,below,NA,NA
4502,C.fasciculata,none,open,above,NA,NA
4503,C.fasciculata,none,open,total,NA,NA
4504,C.fasciculata,none,open,root.shoot,NA,NA
4505,S.scheelei,none,open,below,7,2.079441542
4506,S.scheelei,none,open,above,9,2.302585093
4507,S.scheelei,none,open,total,16,2.833213344
4508,S.scheelei,none,open,root.shoot,0.777777778,0.575364145
4509,M.maximus,none,open,below,36,3.610917913
4510,M.maximus,none,open,above,77,4.356708827
4511,M.maximus,none,open,total,113,4.736198448
4512,M.maximus,none,open,root.shoot,0.467532468,0.383582397
4513,X.texanum,crude,shade,below,NA,NA
4514,X.texanum,crude,shade,above,NA,NA
4515,X.texanum,crude,shade,total,NA,NA
4516,X.texanum,crude,shade,root.shoot,NA,NA
4517,C.fasciculata,crude,shade,below,NA,NA
4518,C.fasciculata,crude,shade,above,NA,NA
4519,C.fasciculata,crude,shade,total,NA,NA
4520,C.fasciculata,crude,shade,root.shoot,NA,NA
4521,S.scheelei,crude,shade,below,NA,NA
4522,S.scheelei,crude,shade,above,NA,NA
4523,S.scheelei,crude,shade,total,NA,NA
4524,S.scheelei,crude,shade,root.shoot,NA,NA
4525,M.maximus,crude,shade,below,NA,NA
4526,M.maximus,crude,shade,above,NA,NA
4527,M.maximus,crude,shade,total,NA,NA
4528,M.maximus,crude,shade,root.shoot,NA,NA
4529,X.texanum,standard,shade,below,NA,NA
4530,X.texanum,standard,shade,above,NA,NA
4531,X.texanum,standard,shade,total,NA,NA
4532,X.texanum,standard,shade,root.shoot,NA,NA
4533,C.fasciculata,standard,shade,below,NA,NA
4534,C.fasciculata,standard,shade,above,NA,NA
4535,C.fasciculata,standard,shade,total,NA,NA
4536,C.fasciculata,standard,shade,root.shoot,NA,NA
4537,S.scheelei,standard,shade,below,NA,NA
4538,S.scheelei,standard,shade,above,NA,NA
4539,S.scheelei,standard,shade,total,NA,NA
4540,S.scheelei,standard,shade,root.shoot,NA,NA
4541,M.maximus,standard,shade,below,NA,NA
4542,M.maximus,standard,shade,above,NA,NA
4543,M.maximus,standard,shade,total,NA,NA
4544,M.maximus,standard,shade,root.shoot,NA,NA
4545,X.texanum,none,shade,below,NA,NA
4546,X.texanum,none,shade,above,NA,NA
4547,X.texanum,none,shade,total,NA,NA
4548,X.texanum,none,shade,root.shoot,NA,NA
4549,C.fasciculata,none,shade,below,NA,NA
4550,C.fasciculata,none,shade,above,NA,NA
4551,C.fasciculata,none,shade,total,NA,NA
4552,C.fasciculata,none,shade,root.shoot,NA,NA
4553,S.scheelei,none,shade,below,NA,NA
4554,S.scheelei,none,shade,above,NA,NA
4555,S.scheelei,none,shade,total,NA,NA
4556,S.scheelei,none,shade,root.shoot,NA,NA
4557,M.maximus,none,shade,below,0.9,0.641853886
4558,M.maximus,none,shade,above,1.6,0.955511445
4559,M.maximus,none,shade,total,2.5,1.252762968
4560,M.maximus,none,shade,root.shoot,0.5625,0.446287103
4561,X.texanum,crude,open,below,NA,NA
4562,X.texanum,crude,open,above,NA,NA
4563,X.texanum,crude,open,total,NA,NA
4564,X.texanum,crude,open,root.shoot,NA,NA
4565,C.fasciculata,crude,open,below,NA,NA
4566,C.fasciculata,crude,open,above,NA,NA
4567,C.fasciculata,crude,open,total,NA,NA
4568,C.fasciculata,crude,open,root.shoot,NA,NA
4569,S.scheelei,crude,open,below,NA,NA
4570,S.scheelei,crude,open,above,NA,NA
4571,S.scheelei,crude,open,total,NA,NA
4572,S.scheelei,crude,open,root.shoot,NA,NA
4573,M.maximus,crude,open,below,64,4.17438727
4574,M.maximus,crude,open,above,80,4.394449155
4575,M.maximus,crude,open,total,144,4.976733742
4576,M.maximus,crude,open,root.shoot,0.8,0.587786665
4577,X.texanum,standard,open,below,NA,NA
4578,X.texanum,standard,open,above,NA,NA
4579,X.texanum,standard,open,total,NA,NA
4580,X.texanum,standard,open,root.shoot,NA,NA
4581,C.fasciculata,standard,open,below,51,3.951243719
4582,C.fasciculata,standard,open,above,69,4.248495242
4583,C.fasciculata,standard,open,total,120,4.795790546
4584,C.fasciculata,standard,open,root.shoot,0.739130435,0.553385238
4585,S.scheelei,standard,open,below,5,1.791759469
4586,S.scheelei,standard,open,above,6,1.945910149
4587,S.scheelei,standard,open,total,11,2.48490665
4588,S.scheelei,standard,open,root.shoot,0.833333333,0.606135803
4589,M.maximus,standard,open,below,NA,NA
4590,M.maximus,standard,open,above,NA,NA
4591,M.maximus,standard,open,total,NA,NA
4592,M.maximus,standard,open,root.shoot,NA,NA
4593,X.texanum,none,open,below,NA,NA
4594,X.texanum,none,open,above,NA,NA
4595,X.texanum,none,open,total,NA,NA
4596,X.texanum,none,open,root.shoot,NA,NA
4597,C.fasciculata,none,open,below,NA,NA
4598,C.fasciculata,none,open,above,NA,NA
4599,C.fasciculata,none,open,total,NA,NA
4600,C.fasciculata,none,open,root.shoot,NA,NA
4601,S.scheelei,none,open,below,8,2.197224577
4602,S.scheelei,none,open,above,10,2.397895273
4603,S.scheelei,none,open,total,18,2.944438979
4604,S.scheelei,none,open,root.shoot,0.8,0.587786665
4605,M.maximus,none,open,below,18,2.944438979
4606,M.maximus,none,open,above,22,3.135494216
4607,M.maximus,none,open,total,40,3.713572067
4608,M.maximus,none,open,root.shoot,0.818181818,0.597837001
4609,X.texanum,crude,shade,below,NA,NA
4610,X.texanum,crude,shade,above,NA,NA
4611,X.texanum,crude,shade,total,NA,NA
4612,X.texanum,crude,shade,root.shoot,NA,NA
4613,C.fasciculata,crude,shade,below,NA,NA
4614,C.fasciculata,crude,shade,above,NA,NA
4615,C.fasciculata,crude,shade,total,NA,NA
4616,C.fasciculata,crude,shade,root.shoot,NA,NA
4617,S.scheelei,crude,shade,below,NA,NA
4618,S.scheelei,crude,shade,above,NA,NA
4619,S.scheelei,crude,shade,total,NA,NA
4620,S.scheelei,crude,shade,root.shoot,NA,NA
4621,M.maximus,crude,shade,below,NA,NA
4622,M.maximus,crude,shade,above,NA,NA
4623,M.maximus,crude,shade,total,NA,NA
4624,M.maximus,crude,shade,root.shoot,NA,NA
4625,X.texanum,standard,shade,below,NA,NA
4626,X.texanum,standard,shade,above,NA,NA
4627,X.texanum,standard,shade,total,NA,NA
4628,X.texanum,standard,shade,root.shoot,NA,NA
4629,C.fasciculata,standard,shade,below,NA,NA
4630,C.fasciculata,standard,shade,above,NA,NA
4631,C.fasciculata,standard,shade,total,NA,NA
4632,C.fasciculata,standard,shade,root.shoot,NA,NA
4633,S.scheelei,standard,shade,below,NA,NA
4634,S.scheelei,standard,shade,above,NA,NA
4635,S.scheelei,standard,shade,total,NA,NA
4636,S.scheelei,standard,shade,root.shoot,NA,NA
4637,M.maximus,standard,shade,below,NA,NA
4638,M.maximus,standard,shade,above,NA,NA
4639,M.maximus,standard,shade,total,NA,NA
4640,M.maximus,standard,shade,root.shoot,NA,NA
4641,X.texanum,none,shade,below,NA,NA
4642,X.texanum,none,shade,above,NA,NA
4643,X.texanum,none,shade,total,NA,NA
4644,X.texanum,none,shade,root.shoot,NA,NA
4645,C.fasciculata,none,shade,below,NA,NA
4646,C.fasciculata,none,shade,above,NA,NA
4647,C.fasciculata,none,shade,total,NA,NA
4648,C.fasciculata,none,shade,root.shoot,NA,NA
4649,S.scheelei,none,shade,below,NA,NA
4650,S.scheelei,none,shade,above,NA,NA
4651,S.scheelei,none,shade,total,NA,NA
4652,S.scheelei,none,shade,root.shoot,NA,NA
4653,M.maximus,none,shade,below,0.9,0.641853886
4654,M.maximus,none,shade,above,2.6,1.280933845
4655,M.maximus,none,shade,total,3.5,1.504077397
4656,M.maximus,none,shade,root.shoot,0.346153846,0.297251523
4657,X.texanum,crude,open,below,NA,NA
4658,X.texanum,crude,open,above,NA,NA
4659,X.texanum,crude,open,total,NA,NA
4660,X.texanum,crude,open,root.shoot,NA,NA
4661,C.fasciculata,crude,open,below,NA,NA
4662,C.fasciculata,crude,open,above,NA,NA
4663,C.fasciculata,crude,open,total,NA,NA
4664,C.fasciculata,crude,open,root.shoot,NA,NA
4665,S.scheelei,crude,open,below,NA,NA
4666,S.scheelei,crude,open,above,NA,NA
4667,S.scheelei,crude,open,total,NA,NA
4668,S.scheelei,crude,open,root.shoot,NA,NA
4669,M.maximus,crude,open,below,53,3.988984047
4670,M.maximus,crude,open,above,90,4.510859507
4671,M.maximus,crude,open,total,143,4.9698133
4672,M.maximus,crude,open,root.shoot,0.588888889,0.46303496
4673,X.texanum,standard,open,below,NA,NA
4674,X.texanum,standard,open,above,NA,NA
4675,X.texanum,standard,open,total,NA,NA
4676,X.texanum,standard,open,root.shoot,NA,NA
4677,C.fasciculata,standard,open,below,36,3.610917913
4678,C.fasciculata,standard,open,above,51,3.951243719
4679,C.fasciculata,standard,open,total,87,4.477336814
4680,C.fasciculata,standard,open,root.shoot,0.705882353,0.534082486
4681,S.scheelei,standard,open,below,28,3.36729583
4682,S.scheelei,standard,open,above,30,3.433987204
4683,S.scheelei,standard,open,total,58,4.077537444
4684,S.scheelei,standard,open,root.shoot,0.933333333,0.659245629
4685,M.maximus,standard,open,below,NA,NA
4686,M.maximus,standard,open,above,NA,NA
4687,M.maximus,standard,open,total,NA,NA
4688,M.maximus,standard,open,root.shoot,NA,NA
4689,X.texanum,none,open,below,NA,NA
4690,X.texanum,none,open,above,NA,NA
4691,X.texanum,none,open,total,NA,NA
4692,X.texanum,none,open,root.shoot,NA,NA
4693,C.fasciculata,none,open,below,NA,NA
4694,C.fasciculata,none,open,above,NA,NA
4695,C.fasciculata,none,open,total,NA,NA
4696,C.fasciculata,none,open,root.shoot,NA,NA
4697,S.scheelei,none,open,below,3,1.386294361
4698,S.scheelei,none,open,above,3,1.386294361
4699,S.scheelei,none,open,total,6,1.945910149
4700,S.scheelei,none,open,root.shoot,1,0.693147181
4701,M.maximus,none,open,below,24,3.218875825
4702,M.maximus,none,open,above,64,4.17438727
4703,M.maximus,none,open,total,88,4.48863637
4704,M.maximus,none,open,root.shoot,0.375,0.318453731
4705,X.texanum,crude,shade,below,NA,NA
4706,X.texanum,crude,shade,above,NA,NA
4707,X.texanum,crude,shade,total,NA,NA
4708,X.texanum,crude,shade,root.shoot,NA,NA
4709,C.fasciculata,crude,shade,below,NA,NA
4710,C.fasciculata,crude,shade,above,NA,NA
4711,C.fasciculata,crude,shade,total,NA,NA
4712,C.fasciculata,crude,shade,root.shoot,NA,NA
4713,S.scheelei,crude,shade,below,NA,NA
4714,S.scheelei,crude,shade,above,NA,NA
4715,S.scheelei,crude,shade,total,NA,NA
4716,S.scheelei,crude,shade,root.shoot,NA,NA
4717,M.maximus,crude,shade,below,NA,NA
4718,M.maximus,crude,shade,above,NA,NA
4719,M.maximus,crude,shade,total,NA,NA
4720,M.maximus,crude,shade,root.shoot,NA,NA
4721,X.texanum,standard,shade,below,NA,NA
4722,X.texanum,standard,shade,above,NA,NA
4723,X.texanum,standard,shade,total,NA,NA
4724,X.texanum,standard,shade,root.shoot,NA,NA
4725,C.fasciculata,standard,shade,below,NA,NA
4726,C.fasciculata,standard,shade,above,NA,NA
4727,C.fasciculata,standard,shade,total,NA,NA
4728,C.fasciculata,standard,shade,root.shoot,NA,NA
4729,S.scheelei,standard,shade,below,NA,NA
4730,S.scheelei,standard,shade,above,NA,NA
4731,S.scheelei,standard,shade,total,NA,NA
4732,S.scheelei,standard,shade,root.shoot,NA,NA
4733,M.maximus,standard,shade,below,NA,NA
4734,M.maximus,standard,shade,above,NA,NA
4735,M.maximus,standard,shade,total,NA,NA
4736,M.maximus,standard,shade,root.shoot,NA,NA
4737,X.texanum,none,shade,below,NA,NA
4738,X.texanum,none,shade,above,NA,NA
4739,X.texanum,none,shade,total,NA,NA
4740,X.texanum,none,shade,root.shoot,NA,NA
4741,C.fasciculata,none,shade,below,NA,NA
4742,C.fasciculata,none,shade,above,NA,NA
4743,C.fasciculata,none,shade,total,NA,NA
4744,C.fasciculata,none,shade,root.shoot,NA,NA
4745,S.scheelei,none,shade,below,NA,NA
4746,S.scheelei,none,shade,above,NA,NA
4747,S.scheelei,none,shade,total,NA,NA
4748,S.scheelei,none,shade,root.shoot,NA,NA
4749,M.maximus,none,shade,below,0.7,0.530628251
4750,M.maximus,none,shade,above,1.3,0.832909123
4751,M.maximus,none,shade,total,2,1.098612289
4752,M.maximus,none,shade,root.shoot,0.538461539,0.430782916
4753,X.texanum,crude,open,below,NA,NA
4754,X.texanum,crude,open,above,NA,NA
4755,X.texanum,crude,open,total,NA,NA
4756,X.texanum,crude,open,root.shoot,NA,NA
4757,C.fasciculata,crude,open,below,NA,NA
4758,C.fasciculata,crude,open,above,NA,NA
4759,C.fasciculata,crude,open,total,NA,NA
4760,C.fasciculata,crude,open,root.shoot,NA,NA
4761,S.scheelei,crude,open,below,NA,NA
4762,S.scheelei,crude,open,above,NA,NA
4763,S.scheelei,crude,open,total,NA,NA
4764,S.scheelei,crude,open,root.shoot,NA,NA
4765,M.maximus,crude,open,below,12,2.564949357
4766,M.maximus,crude,open,above,20,3.044522438
4767,M.maximus,crude,open,total,32,3.496507561
4768,M.maximus,crude,open,root.shoot,0.6,0.470003629
4769,X.texanum,standard,open,below,NA,NA
4770,X.texanum,standard,open,above,NA,NA
4771,X.texanum,standard,open,total,NA,NA
4772,X.texanum,standard,open,root.shoot,NA,NA
4773,C.fasciculata,standard,open,below,46,3.850147602
4774,C.fasciculata,standard,open,above,75,4.33073334
4775,C.fasciculata,standard,open,total,121,4.804021045
4776,C.fasciculata,standard,open,root.shoot,0.613333333,0.478302432
4777,S.scheelei,standard,open,below,23,3.17805383
4778,S.scheelei,standard,open,above,11,2.48490665
4779,S.scheelei,standard,open,total,34,3.555348061
4780,S.scheelei,standard,open,root.shoot,2.090909091,1.128465252
4781,M.maximus,standard,open,below,NA,NA
4782,M.maximus,standard,open,above,NA,NA
4783,M.maximus,standard,open,total,NA,NA
4784,M.maximus,standard,open,root.shoot,NA,NA
4785,X.texanum,none,open,below,NA,NA
4786,X.texanum,none,open,above,NA,NA
4787,X.texanum,none,open,total,NA,NA
4788,X.texanum,none,open,root.shoot,NA,NA
4789,C.fasciculata,none,open,below,NA,NA
4790,C.fasciculata,none,open,above,NA,NA
4791,C.fasciculata,none,open,total,NA,NA
4792,C.fasciculata,none,open,root.shoot,NA,NA
4793,S.scheelei,none,open,below,0.5,0.405465108
4794,S.scheelei,none,open,above,1,0.693147181
4795,S.scheelei,none,open,total,1.5,0.916290732
4796,S.scheelei,none,open,root.shoot,0.5,0.405465108
4797,M.maximus,none,open,below,71,4.276666119
4798,M.maximus,none,open,above,154,5.043425117
4799,M.maximus,none,open,total,225,5.420534999
4800,M.maximus,none,open,root.shoot,0.461038961,0.3791478
4801,X.texanum,crude,shade,below,NA,NA
4802,X.texanum,crude,shade,above,NA,NA
4803,X.texanum,crude,shade,total,NA,NA
4804,X.texanum,crude,shade,root.shoot,NA,NA
4805,C.fasciculata,crude,shade,below,NA,NA
4806,C.fasciculata,crude,shade,above,NA,NA
4807,C.fasciculata,crude,shade,total,NA,NA
4808,C.fasciculata,crude,shade,root.shoot,NA,NA
4809,S.scheelei,crude,shade,below,NA,NA
4810,S.scheelei,crude,shade,above,NA,NA
4811,S.scheelei,crude,shade,total,NA,NA
4812,S.scheelei,crude,shade,root.shoot,NA,NA
4813,M.maximus,crude,shade,below,NA,NA
4814,M.maximus,crude,shade,above,NA,NA
4815,M.maximus,crude,shade,total,NA,NA
4816,M.maximus,crude,shade,root.shoot,NA,NA
4817,X.texanum,standard,shade,below,NA,NA
4818,X.texanum,standard,shade,above,NA,NA
4819,X.texanum,standard,shade,total,NA,NA
4820,X.texanum,standard,shade,root.shoot,NA,NA
4821,C.fasciculata,standard,shade,below,NA,NA
4822,C.fasciculata,standard,shade,above,NA,NA
4823,C.fasciculata,standard,shade,total,NA,NA
4824,C.fasciculata,standard,shade,root.shoot,NA,NA
4825,S.scheelei,standard,shade,below,NA,NA
4826,S.scheelei,standard,shade,above,NA,NA
4827,S.scheelei,standard,shade,total,NA,NA
4828,S.scheelei,standard,shade,root.shoot,NA,NA
4829,M.maximus,standard,shade,below,NA,NA
4830,M.maximus,standard,shade,above,NA,NA
4831,M.maximus,standard,shade,total,NA,NA
4832,M.maximus,standard,shade,root.shoot,NA,NA
4833,X.texanum,none,shade,below,NA,NA
4834,X.texanum,none,shade,above,NA,NA
4835,X.texanum,none,shade,total,NA,NA
4836,X.texanum,none,shade,root.shoot,NA,NA
4837,C.fasciculata,none,shade,below,NA,NA
4838,C.fasciculata,none,shade,above,NA,NA
4839,C.fasciculata,none,shade,total,NA,NA
4840,C.fasciculata,none,shade,root.shoot,NA,NA
4841,S.scheelei,none,shade,below,NA,NA
4842,S.scheelei,none,shade,above,NA,NA
4843,S.scheelei,none,shade,total,NA,NA
4844,S.scheelei,none,shade,root.shoot,NA,NA
4845,M.maximus,none,shade,below,2,1.098612289
4846,M.maximus,none,shade,above,3.1,1.410986974
4847,M.maximus,none,shade,total,5.1,1.808288771
4848,M.maximus,none,shade,root.shoot,0.64516129,0.497838428
4849,X.texanum,crude,open,below,NA,NA
4850,X.texanum,crude,open,above,NA,NA
4851,X.texanum,crude,open,total,NA,NA
4852,X.texanum,crude,open,root.shoot,NA,NA
4853,C.fasciculata,crude,open,below,NA,NA
4854,C.fasciculata,crude,open,above,NA,NA
4855,C.fasciculata,crude,open,total,NA,NA
4856,C.fasciculata,crude,open,root.shoot,NA,NA
4857,S.scheelei,crude,open,below,NA,NA
4858,S.scheelei,crude,open,above,NA,NA
4859,S.scheelei,crude,open,total,NA,NA
4860,S.scheelei,crude,open,root.shoot,NA,NA
4861,M.maximus,crude,open,below,61,4.127134385
4862,M.maximus,crude,open,above,50,3.931825633
4863,M.maximus,crude,open,total,111,4.718498871
4864,M.maximus,crude,open,root.shoot,1.22,0.797507196
4865,X.texanum,standard,open,below,NA,NA
4866,X.texanum,standard,open,above,NA,NA
4867,X.texanum,standard,open,total,NA,NA
4868,X.texanum,standard,open,root.shoot,NA,NA
4869,C.fasciculata,standard,open,below,37,3.63758616
4870,C.fasciculata,standard,open,above,69,4.248495242
4871,C.fasciculata,standard,open,total,106,4.672828834
4872,C.fasciculata,standard,open,root.shoot,0.536231884,0.429332589
4873,S.scheelei,standard,open,below,24,3.218875825
4874,S.scheelei,standard,open,above,39,3.688879454
4875,S.scheelei,standard,open,total,63,4.158883083
4876,S.scheelei,standard,open,root.shoot,0.615384615,0.47957308
4877,M.maximus,standard,open,below,NA,NA
4878,M.maximus,standard,open,above,NA,NA
4879,M.maximus,standard,open,total,NA,NA
4880,M.maximus,standard,open,root.shoot,NA,NA
4881,X.texanum,none,open,below,NA,NA
4882,X.texanum,none,open,above,NA,NA
4883,X.texanum,none,open,total,NA,NA
4884,X.texanum,none,open,root.shoot,NA,NA
