entry ,species,chemical,light,tissue,mass,log.mass
527,M.maximus,none,shade,total,2.5,1.252762968
528,M.maximus,none,shade,root.shoot,0.25,0.223143551
529,X.texanum,crude,open,below,NA,NA
530,X.texanum,crude,open,above,NA,NA
531,X.texanum,crude,open,total,NA,NA
532,X.texanum,crude,open,root.shoot,NA,NA
533,C.fasciculata,crude,open,below,2,1.098612289
534,C.fasciculata,crude,open,above,34,3.555348061
535,C.fasciculata,crude,open,total,36,3.610917913
536,C.fasciculata,crude,open,root.shoot,0.058823529,0.057158413
537,S.scheelei,crude,open,below,28,3.36729583
538,S.scheelei,crude,open,above,28,3.36729583
539,S.scheelei,crude,open,total,56,4.043051268
540,S.scheelei,crude,open,root.shoot,1,0.693147181
541,M.maximus,crude,open,below,30,3.433987204
542,M.maximus,crude,open,above,29,3.401197382
543,M.maximus,crude,open,total,59,4.094344562
544,M.maximus,crude,open,root.shoot,1.034482759,0.710241614
545,X.texanum,standard,open,below,0.2,0.182321557
546,X.texanum,standard,open,above,1.4,0.875468737
547,X.texanum,standard,open,total,1.6,0.955511445
548,X.texanum,standard,open,root.shoot,0.142857143,0.133531393
549,C.fasciculata,standard,open,below,18,2.944438979
550,C.fasciculata,standard,open,above,52,3.970291914
551,C.fasciculata,standard,open,total,70,4.262679877
552,C.fasciculata,standard,open,root.shoot,0.346153846,0.297251523
553,S.scheelei,standard,open,below,34,3.555348061
554,S.scheelei,standard,open,above,15,2.772588722
555,S.scheelei,standard,open,total,49,3.912023005
556,S.scheelei,standard,open,root.shoot,2.266666667,1.183770097
557,M.maximus,standard,open,below,103,4.644390899
558,M.maximus,standard,open,above,122,4.812184355
559,M.maximus,standard,open,total,225,5.420534999
560,M.maximus,standard,open,root.shoot,0.844262295,0.612079357
561,X.texanum,none,open,below,0.9,0.641853886
562,X.texanum,none,open,above,1,0.693147181
563,X.texanum,none,open,total,1.9,1.064710737
564,X.texanum,none,open,root.shoot,0.9,0.641853886
565,C.fasciculata,none,open,below,19,2.995732274
566,C.fasciculata,none,open,above,97,4.584967479
567,C.fasciculata,none,open,total,116,4.762173935
568,C.fasciculata,none,open,root.shoot,0.195876289,0.178879213
569,S.scheelei,none,open,below,13,2.63905733
570,S.scheelei,none,open,above,19,2.995732274
571,S.scheelei,none,open,total,32,3.496507561
572,S.scheelei,none,open,root.shoot,0.684210526,0.521296923
573,M.maximus,none,open,below,27,3.33220451
574,M.maximus,none,open,above,51,3.951243719
575,M.maximus,none,open,total,78,4.369447852
576,M.maximus,none,open,root.shoot,0.529411765,0.424883194
577,X.texanum,crude,shade,below,NA,NA
578,X.texanum,crude,shade,above,NA,NA
579,X.texanum,crude,shade,total,NA,NA
580,X.texanum,crude,shade,root.shoot,NA,NA
581,C.fasciculata,crude,shade,below,0.2,0.182321557
582,C.fasciculata,crude,shade,above,4,1.609437912
583,C.fasciculata,crude,shade,total,4.2,1.648658626
584,C.fasciculata,crude,shade,root.shoot,0.05,0.048790164
585,S.scheelei,crude,shade,below,1.6,0.955511445
586,S.scheelei,crude,shade,above,2.4,1.223775432
587,S.scheelei,crude,shade,total,4,1.609437912
588,S.scheelei,crude,shade,root.shoot,0.666666667,0.510825624
589,M.maximus,crude,shade,below,0.5,0.405465108
590,M.maximus,crude,shade,above,3.1,1.410986974
591,M.maximus,crude,shade,total,3.6,1.526056303
592,M.maximus,crude,shade,root.shoot,0.161290323,0.149531734
593,X.texanum,standard,shade,below,0.4,0.336472237
594,X.texanum,standard,shade,above,0.5,0.405465108
595,X.texanum,standard,shade,total,0.9,0.641853886
596,X.texanum,standard,shade,root.shoot,0.8,0.587786665
597,C.fasciculata,standard,shade,below,0.8,0.587786665
598,C.fasciculata,standard,shade,above,7.3,2.116255515
599,C.fasciculata,standard,shade,total,8.1,2.208274414
600,C.fasciculata,standard,shade,root.shoot,0.109589041,0.103989713
601,S.scheelei,standard,shade,below,1.2,0.78845736
602,S.scheelei,standard,shade,above,1.7,0.993251773
603,S.scheelei,standard,shade,total,2.9,1.360976553
604,S.scheelei,standard,shade,root.shoot,0.705882353,0.534082486
605,M.maximus,standard,shade,below,0.6,0.470003629
606,M.maximus,standard,shade,above,1.5,0.916290732
607,M.maximus,standard,shade,total,2.1,1.131402111
608,M.maximus,standard,shade,root.shoot,0.4,0.336472237
609,X.texanum,none,shade,below,0.4,0.336472237
610,X.texanum,none,shade,above,1.3,0.832909123
611,X.texanum,none,shade,total,1.7,0.993251773
612,X.texanum,none,shade,root.shoot,0.307692308,0.268263987
613,C.fasciculata,none,shade,below,2.4,1.223775432
614,C.fasciculata,none,shade,above,5.8,1.916922612
615,C.fasciculata,none,shade,total,8.2,2.219203484
616,C.fasciculata,none,shade,root.shoot,0.413793103,0.346276236
617,S.scheelei,none,shade,below,0.8,0.587786665
618,S.scheelei,none,shade,above,2.5,1.252762968
619,S.scheelei,none,shade,total,3.3,1.458615023
620,S.scheelei,none,shade,root.shoot,0.32,0.277631737
621,M.maximus,none,shade,below,1,0.693147181
622,M.maximus,none,shade,above,5,1.791759469
623,M.maximus,none,shade,total,6,1.945910149
624,M.maximus,none,shade,root.shoot,0.2,0.182321557
625,X.texanum,crude,open,below,NA,NA
626,X.texanum,crude,open,above,NA,NA
627,X.texanum,crude,open,total,NA,NA
628,X.texanum,crude,open,root.shoot,NA,NA
629,C.fasciculata,crude,open,below,2,1.098612289
630,C.fasciculata,crude,open,above,9,2.302585093
631,C.fasciculata,crude,open,total,11,2.48490665
632,C.fasciculata,crude,open,root.shoot,0.222222222,0.200670695
633,S.scheelei,crude,open,below,32,3.496507561
634,S.scheelei,crude,open,above,34,3.555348061
635,S.scheelei,crude,open,total,66,4.204692619
636,S.scheelei,crude,open,root.shoot,0.941176471,0.663294218
637,M.maximus,crude,open,below,90,4.510859507
638,M.maximus,crude,open,above,54,4.007333185
639,M.maximus,crude,open,total,144,4.976733742
640,M.maximus,crude,open,root.shoot,1.666666667,0.980829253
641,X.texanum,standard,open,below,0.5,0.405465108
642,X.texanum,standard,open,above,6.9,2.066862759
643,X.texanum,standard,open,total,7.4,2.128231706
644,X.texanum,standard,open,root.shoot,0.072463768,0.069958588
645,C.fasciculata,standard,open,below,55,4.025351691
646,C.fasciculata,standard,open,above,95,4.564348191
647,C.fasciculata,standard,open,total,150,5.017279837
648,C.fasciculata,standard,open,root.shoot,0.578947368,0.456758402
649,S.scheelei,standard,open,below,20,3.044522438
650,S.scheelei,standard,open,above,13,2.63905733
651,S.scheelei,standard,open,total,33,3.526360525
652,S.scheelei,standard,open,root.shoot,1.538461538,0.931558204
653,M.maximus,standard,open,below,178,5.187385806
654,M.maximus,standard,open,above,96,4.574710979
655,M.maximus,standard,open,total,274,5.616771098
656,M.maximus,standard,open,root.shoot,1.854166667,1.048779915
657,X.texanum,none,open,below,2.1,1.131402111
658,X.texanum,none,open,above,2.2,1.16315081
659,X.texanum,none,open,total,4.3,1.667706821
660,X.texanum,none,open,root.shoot,0.954545455,0.670157663
661,C.fasciculata,none,open,below,9,2.302585093
662,C.fasciculata,none,open,above,36,3.610917913
663,C.fasciculata,none,open,total,45,3.828641396
664,C.fasciculata,none,open,root.shoot,0.25,0.223143551
665,S.scheelei,none,open,below,23,3.17805383
666,S.scheelei,none,open,above,41,3.737669618
667,S.scheelei,none,open,total,64,4.17438727
668,S.scheelei,none,open,root.shoot,0.56097561,0.445311017
669,M.maximus,none,open,below,48,3.891820298
670,M.maximus,none,open,above,98,4.59511985
671,M.maximus,none,open,total,146,4.990432587
672,M.maximus,none,open,root.shoot,0.489795918,0.398639143
673,X.texanum,crude,shade,below,NA,NA
674,X.texanum,crude,shade,above,NA,NA
675,X.texanum,crude,shade,total,NA,NA
676,X.texanum,crude,shade,root.shoot,NA,NA
677,C.fasciculata,crude,shade,below,1.3,0.832909123
678,C.fasciculata,crude,shade,above,5.2,1.824549292
679,C.fasciculata,crude,shade,total,6.5,2.014903021
680,C.fasciculata,crude,shade,root.shoot,0.25,0.223143551
681,S.scheelei,crude,shade,below,2,1.098612289
682,S.scheelei,crude,shade,above,2.5,1.252762968
683,S.scheelei,crude,shade,total,4.5,1.704748092
684,S.scheelei,crude,shade,root.shoot,0.8,0.587786665
685,M.maximus,crude,shade,below,1.5,0.916290732
686,M.maximus,crude,shade,above,1.9,1.064710737
687,M.maximus,crude,shade,total,3.4,1.481604541
688,M.maximus,crude,shade,root.shoot,0.789473684,0.581921545
689,X.texanum,standard,shade,below,0.6,0.470003629
690,X.texanum,standard,shade,above,0.8,0.587786665
691,X.texanum,standard,shade,total,1.4,0.875468737
692,X.texanum,standard,shade,root.shoot,0.75,0.559615788
693,C.fasciculata,standard,shade,below,1.4,0.875468737
694,C.fasciculata,standard,shade,above,6.3,1.987874348
695,C.fasciculata,standard,shade,total,7.7,2.163323026
696,C.fasciculata,standard,shade,root.shoot,0.222222222,0.200670695
697,S.scheelei,standard,shade,below,0.5,0.405465108
698,S.scheelei,standard,shade,above,1.7,0.993251773
699,S.scheelei,standard,shade,total,2.2,1.16315081
700,S.scheelei,standard,shade,root.shoot,0.294117647,0.257829109
701,M.maximus,standard,shade,below,1.1,0.741937345
702,M.maximus,standard,shade,above,1.7,0.993251773
703,M.maximus,standard,shade,total,2.8,1.335001067
704,M.maximus,standard,shade,root.shoot,0.647058824,0.498991166
705,X.texanum,none,shade,below,0.9,0.641853886
706,X.texanum,none,shade,above,1.1,0.741937345
707,X.texanum,none,shade,total,2,1.098612289
708,X.texanum,none,shade,root.shoot,0.818181818,0.597837001
709,C.fasciculata,none,shade,below,1,0.693147181
710,C.fasciculata,none,shade,above,6,1.945910149
711,C.fasciculata,none,shade,total,7,2.079441542
712,C.fasciculata,none,shade,root.shoot,0.166666667,0.15415068
713,S.scheelei,none,shade,below,1,0.693147181
714,S.scheelei,none,shade,above,3,1.386294361
715,S.scheelei,none,shade,total,4,1.609437912
716,S.scheelei,none,shade,root.shoot,0.333333333,0.287682072
717,M.maximus,none,shade,below,1,0.693147181
718,M.maximus,none,shade,above,7,2.079441542
719,M.maximus,none,shade,total,8,2.197224577
720,M.maximus,none,shade,root.shoot,0.142857143,0.133531393
721,X.texanum,crude,open,below,NA,NA
722,X.texanum,crude,open,above,NA,NA
723,X.texanum,crude,open,total,NA,NA
724,X.texanum,crude,open,root.shoot,NA,NA
725,C.fasciculata,crude,open,below,4,1.609437912
726,C.fasciculata,crude,open,above,12,2.564949357
727,C.fasciculata,crude,open,total,16,2.833213344
728,C.fasciculata,crude,open,root.shoot,0.333333333,0.287682072
729,S.scheelei,crude,open,below,20,3.044522438
730,S.scheelei,crude,open,above,11,2.48490665
731,S.scheelei,crude,open,total,31,3.465735903
732,S.scheelei,crude,open,root.shoot,1.818181818,1.036091932
733,M.maximus,crude,open,below,50,3.931825633
734,M.maximus,crude,open,above,102,4.634728988
735,M.maximus,crude,open,total,152,5.030437921
736,M.maximus,crude,open,root.shoot,0.490196078,0.398907707
737,X.texanum,standard,open,below,1.2,0.78845736
738,X.texanum,standard,open,above,0.9,0.641853886
739,X.texanum,standard,open,total,2.1,1.131402111
740,X.texanum,standard,open,root.shoot,1.333333333,0.84729786
741,C.fasciculata,standard,open,below,21,3.091042453
742,C.fasciculata,standard,open,above,78,4.369447852
743,C.fasciculata,standard,open,total,99,4.605170186
744,C.fasciculata,standard,open,root.shoot,0.269230769,0.238411023
745,S.scheelei,standard,open,below,4,1.609437912
746,S.scheelei,standard,open,above,16,2.833213344
747,S.scheelei,standard,open,total,20,3.044522438
748,S.scheelei,standard,open,root.shoot,0.25,0.223143551
749,M.maximus,standard,open,below,111,4.718498871
750,M.maximus,standard,open,above,72,4.290459441
751,M.maximus,standard,open,total,183,5.214935758
752,M.maximus,standard,open,root.shoot,1.541666667,0.932820034
753,X.texanum,none,open,below,1.1,0.741937345
754,X.texanum,none,open,above,1.4,0.875468737
755,X.texanum,none,open,total,2.5,1.252762968
756,X.texanum,none,open,root.shoot,0.785714286,0.579818495
757,C.fasciculata,none,open,below,14,2.708050201
758,C.fasciculata,none,open,above,52,3.970291914
759,C.fasciculata,none,open,total,66,4.204692619
760,C.fasciculata,none,open,root.shoot,0.269230769,0.238411023
761,S.scheelei,none,open,below,15,2.772588722
762,S.scheelei,none,open,above,25,3.258096538
763,S.scheelei,none,open,total,40,3.713572067
764,S.scheelei,none,open,root.shoot,0.6,0.470003629
765,M.maximus,none,open,below,85,4.454347296
766,M.maximus,none,open,above,175,5.170483995
767,M.maximus,none,open,total,260,5.564520407
768,M.maximus,none,open,root.shoot,0.485714286,0.395895657
769,X.texanum,crude,shade,below,NA,NA
770,X.texanum,crude,shade,above,NA,NA
771,X.texanum,crude,shade,total,NA,NA
772,X.texanum,crude,shade,root.shoot,NA,NA
773,C.fasciculata,crude,shade,below,1,0.693147181
774,C.fasciculata,crude,shade,above,7.3,2.116255515
775,C.fasciculata,crude,shade,total,8.3,2.2300144
776,C.fasciculata,crude,shade,root.shoot,0.136986301,0.128381166
777,S.scheelei,crude,shade,below,0.7,0.530628251
778,S.scheelei,crude,shade,above,1,0.693147181
779,S.scheelei,crude,shade,total,1.7,0.993251773
780,S.scheelei,crude,shade,root.shoot,0.7,0.530628251
781,M.maximus,crude,shade,below,1.6,0.955511445
782,M.maximus,crude,shade,above,1.5,0.916290732
783,M.maximus,crude,shade,total,3.1,1.410986974
784,M.maximus,crude,shade,root.shoot,1.066666667,0.725937004
785,X.texanum,standard,shade,below,0.6,0.470003629
786,X.texanum,standard,shade,above,0.5,0.405465108
787,X.texanum,standard,shade,total,1.1,0.741937345
788,X.texanum,standard,shade,root.shoot,1.2,0.78845736
789,C.fasciculata,standard,shade,below,1.4,0.875468737
790,C.fasciculata,standard,shade,above,7.7,2.163323026
791,C.fasciculata,standard,shade,total,9.1,2.312535424
792,C.fasciculata,standard,shade,root.shoot,0.181818182,0.167054085
793,S.scheelei,standard,shade,below,0.6,0.470003629
794,S.scheelei,standard,shade,above,2.9,1.360976553
795,S.scheelei,standard,shade,total,3.5,1.504077397
796,S.scheelei,standard,shade,root.shoot,0.206896552,0.188052232
797,M.maximus,standard,shade,below,0.6,0.470003629
798,M.maximus,standard,shade,above,2.7,1.30833282
799,M.maximus,standard,shade,total,3.3,1.458615023
800,M.maximus,standard,shade,root.shoot,0.222222222,0.200670695
801,X.texanum,none,shade,below,0.1,0.09531018
802,X.texanum,none,shade,above,1,0.693147181
803,X.texanum,none,shade,total,1.1,0.741937345
804,X.texanum,none,shade,root.shoot,0.1,0.09531018
805,C.fasciculata,none,shade,below,1.3,0.832909123
806,C.fasciculata,none,shade,above,9.2,2.32238772
807,C.fasciculata,none,shade,total,10.5,2.442347035
808,C.fasciculata,none,shade,root.shoot,0.141304348,0.132171773
809,S.scheelei,none,shade,below,1.2,0.78845736
810,S.scheelei,none,shade,above,0.9,0.641853886
811,S.scheelei,none,shade,total,2.1,1.131402111
812,S.scheelei,none,shade,root.shoot,1.333333333,0.84729786
813,M.maximus,none,shade,below,0.5,0.405465108
814,M.maximus,none,shade,above,2,1.098612289
815,M.maximus,none,shade,total,2.5,1.252762968
816,M.maximus,none,shade,root.shoot,0.25,0.223143551
817,X.texanum,crude,open,below,NA,NA
818,X.texanum,crude,open,above,NA,NA
819,X.texanum,crude,open,total,NA,NA
820,X.texanum,crude,open,root.shoot,NA,NA
821,C.fasciculata,crude,open,below,13,2.63905733
822,C.fasciculata,crude,open,above,52,3.970291914
823,C.fasciculata,crude,open,total,65,4.189654742
824,C.fasciculata,crude,open,root.shoot,0.25,0.223143551
825,S.scheelei,crude,open,below,25,3.258096538
826,S.scheelei,crude,open,above,37,3.63758616
827,S.scheelei,crude,open,total,62,4.143134726
828,S.scheelei,crude,open,root.shoot,0.675675676,0.516216473
829,M.maximus,crude,open,below,41,3.737669618
830,M.maximus,crude,open,above,85,4.454347296
831,M.maximus,crude,open,total,126,4.844187086
832,M.maximus,crude,open,root.shoot,0.482352941,0.39363065
833,X.texanum,standard,open,below,1.3,0.832909123
834,X.texanum,standard,open,above,2.2,1.16315081
835,X.texanum,standard,open,total,3.5,1.504077397
836,X.texanum,standard,open,root.shoot,0.590909091,0.464305608
837,C.fasciculata,standard,open,below,78,4.369447852
838,C.fasciculata,standard,open,above,113,4.736198448
839,C.fasciculata,standard,open,total,191,5.257495372
840,C.fasciculata,standard,open,root.shoot,0.690265487,0.524885609
841,S.scheelei,standard,open,below,21,3.091042453
842,S.scheelei,standard,open,above,14,2.708050201
843,S.scheelei,standard,open,total,35,3.583518938
844,S.scheelei,standard,open,root.shoot,1.5,0.916290732
845,M.maximus,standard,open,below,66,4.204692619
846,M.maximus,standard,open,above,73,4.304065093
847,M.maximus,standard,open,total,139,4.941642423
848,M.maximus,standard,open,root.shoot,0.904109589,0.644014492
849,X.texanum,none,open,below,1.1,0.741937345
850,X.texanum,none,open,above,1.5,0.916290732
851,X.texanum,none,open,total,2.6,1.280933845
852,X.texanum,none,open,root.shoot,0.733333333,0.550046337
853,C.fasciculata,none,open,below,43,3.784189634
854,C.fasciculata,none,open,above,109,4.700480366
855,C.fasciculata,none,open,total,152,5.030437921
856,C.fasciculata,none,open,root.shoot,0.394495413,0.332532639
857,S.scheelei,none,open,below,8,2.197224577
858,S.scheelei,none,open,above,16,2.833213344
859,S.scheelei,none,open,total,24,3.218875825
860,S.scheelei,none,open,root.shoot,0.5,0.405465108
861,M.maximus,none,open,below,87,4.477336814
862,M.maximus,none,open,above,154,5.043425117
863,M.maximus,none,open,total,241,5.488937726
864,M.maximus,none,open,root.shoot,0.564935065,0.447844331
865,X.texanum,crude,shade,below,NA,NA
866,X.texanum,crude,shade,above,NA,NA
867,X.texanum,crude,shade,total,NA,NA
868,X.texanum,crude,shade,root.shoot,NA,NA
869,C.fasciculata,crude,shade,below,0.9,0.641853886
870,C.fasciculata,crude,shade,above,10.6,2.451005098
871,C.fasciculata,crude,shade,total,11.5,2.525728644
872,C.fasciculata,crude,shade,root.shoot,0.08490566,0.081493034
